Month Name,Month,Year,Query Count,Query Text,Month Num,Rank,Volume,Volume #,,,,,,,,
January,,2018,17,epermit,1,19145,,,,,,,,,,
January,,2018,18,E-Permits,1,19145,,,,,,,,,,
January,,2018,165,ess,1,19145,,,,,,,,,,
January,,2018,47,Ess,1,19145,,,,,,,,,,
January,,2018,25,ESS,1,19145,,,,,,,,,,
January,,2018,20,ess payroll,1,19145,,,,,,,,,,
January,,2018,55,finance,1,19145,,,,,,,,,,
January,,2018,16,finance payroll,1,19145,,,,,,,,,,
January,,2018,20,fingerprinting,1,19145,,,,,,,,,,
January,,2018,66,fire,1,19145,,,,,,,,,,
January,,2018,37,fire department,1,19145,,,,,,,,,,
January,,2018,24,fire marshal,1,19145,,,,,,,,,,
January,,2018,16,fiscal year,1,19145,,,,,,,,,,
January,,2018,48,fmla,1,19145,,,,,,,,,,
January,,2018,16,food service,1,19145,,,,,,,,,,
January,,2018,30,food stamps,1,19145,,,,,,,,,,
January,,2018,18,Form 720,1,19145,,,,,,,,,,
January,,2018,36,forms,1,19145,,,,,,,,,,
January,,2018,17,fort negley,1,19145,,,,,,,,,,
January,,2018,18,general hospital,1,19145,,,,,,,,,,
January,,2018,45,general sessions,1,19145,,,,,,,,,,
January,,2018,92,general sessions court,1,19145,,,,,,,,,,
January,,2018,21,General sessions court,1,19145,,,,,,,,,,
January,,2018,97,gis,1,19145,,,,,,,,,,
January,,2018,18,GIS,1,19145,,,,,,,,,,
January,,2018,42,google,1,19145,,,,,,,,,,
January,,2018,17,head start,1,19145,,,,,,,,,,
January,,2018,56,health department,1,19145,,,,,,,,,,
January,,2018,21,Health department,1,19145,,,,,,,,,,
January,,2018,18,health dept,1,19145,,,,,,,,,,
January,,2018,18,help desk,1,19145,,,,,,,,,,
January,,2018,18,Hermitage community center,1,19145,,,,,,,,,,
January,,2018,35,holiday,1,19145,,,,,,,,,,
January,,2018,20,holiday schedule,1,19145,,,,,,,,,,
January,,2018,76,holidays,1,19145,,,,,,,,,,
January,,2018,19,Hours,1,19145,,,,,,,,,,
January,,2018,25,housing,1,19145,,,,,,,,,,
January,,2018,92,hr,1,19145,,,,,,,,,,
January,,2018,26,HR,1,19145,,,,,,,,,,
January,,2018,35,human resource,1,19145,,,,,,,,,,
January,,2018,270,human resources,1,19145,,,,,,,,,,
January,,2018,41,Human resources,1,19145,,,,,,,,,,
January,,2018,36,Human Resources,1,19145,,,,,,,,,,
January,,2018,27,Ice skating,1,19145,,,,,,,,,,
January,,2018,26,ice skating,1,19145,,,,,,,,,,
January,,2018,27,im,1,19145,,,,,,,,,,
January,,2018,16,impound lot,1,19145,,,,,,,,,,
January,,2018,23,incident report,1,19145,,,,,,,,,,
January,,2018,50,inclement weather,1,19145,,,,,,,,,,
January,,2018,16,Inclement weather,1,19145,,,,,,,,,,
January,,2018,22,inclement weather policy,1,19145,,,,,,,,,,
January,,2018,19,Information Classification policy,1,19145,,,,,,,,,,
January,,2018,24,Inmate,1,19145,,,,,,,,,,
January,,2018,17,inmate,1,19145,,,,,,,,,,
January,,2018,61,inmate search,1,19145,,,,,,,,,,
January,,2018,30,Inmate search,1,19145,,,,,,,,,,
January,,2018,33,Inmates,1,19145,,,,,,,,,,
January,,2018,60,inside metro,1,19145,,,,,,,,,,
January,,2018,22,inspections,1,19145,,,,,,,,,,
January,,2018,24,internal audit,1,19145,,,,,,,,,,
January,,2018,71,internship,1,19145,,,,,,,,,,
January,,2018,29,Internship,1,19145,,,,,,,,,,
January,,2018,19,internship opportunities,1,19145,,,,,,,,,,
January,,2018,16,internships,1,19145,,,,,,,,,,
January,,2018,19,iod,1,19145,,,,,,,,,,
January,,2018,18,IOD,1,19145,,,,,,,,,,
January,,2018,50,isupplier,1,19145,,,,,,,,,,
January,,2018,16,it,1,19145,,,,,,,,,,
January,,2018,25,job,1,19145,,,,,,,,,,
January,,2018,19,job description,1,19145,,,,,,,,,,
January,,2018,21,job opportunities,1,19145,,,,,,,,,,
January,,2018,27,job opportunities ebid.nashville.gov,1,19145,,,,,,,,,,
January,,2018,184,jobs,1,19145,,,,,,,,,,
January,,2018,126,Jobs,1,19145,,,,,,,,,,
January,,2018,24,landlord registration,1,19145,,,,,,,,,,
January,,2018,61,library,1,19145,,,,,,,,,,
January,,2018,16,log in,1,19145,,,,,,,,,,
January,,2018,38,login,1,19145,,,,,,,,,,
January,,2018,19,mandatory referral,1,19145,,,,,,,,,,
January,,2018,34,map,1,19145,,,,,,,,,,
January,,2018,43,mapping,1,19145,,,,,,,,,,
January,,2018,173,maps,1,19145,,,,,,,,,,
January,,2018,23,Maps,1,19145,,,,,,,,,,
January,,2018,21,marriage,1,19145,,,,,,,,,,
January,,2018,19,marriage divorce,1,19145,,,,,,,,,,
January,,2018,46,marriage license,1,19145,,,,,,,,,,
January,,2018,16,Marriage license,1,19145,,,,,,,,,,
January,,2018,26,mdha,1,19145,,,,,,,,,,
January,,2018,16,meccc,1,19145,,,,,,,,,,
January,,2018,46,Media release,1,19145,,,,,,,,,,
January,,2018,53,Media releases,1,19145,,,,,,,,,,
January,,2018,35,media releases,1,19145,,,,,,,,,,
January,,2018,21,MedIA releases,1,19145,,,,,,,,,,
January,,2018,17,metro,1,19145,,,,,,,,,,
January,,2018,22,metro 3,1,19145,,,,,,,,,,
January,,2018,38,metro animal care control,1,19145,,,,,,,,,,
January,,2018,19,metro arts,1,19145,,,,,,,,,,
January,,2018,18,metro charter,1,19145,,,,,,,,,,
January,,2018,33,metro clerk,1,19145,,,,,,,,,,
January,,2018,25,metro code,1,19145,,,,,,,,,,
January,,2018,23,metro codes,1,19145,,,,,,,,,,
January,,2018,37,metro council,1,19145,,,,,,,,,,
January,,2018,17,metro council map,1,19145,,,,,,,,,,
January,,2018,35,metro employees,1,19145,,,,,,,,,,
January,,2018,20,metro holiday,1,19145,,,,,,,,,,
January,,2018,72,metro holidays,1,19145,,,,,,,,,,
January,,2018,16,Metro holidays,1,19145,,,,,,,,,,
January,,2018,34,metro maps,1,19145,,,,,,,,,,
January,,2018,23,metro nashville network,1,19145,,,,,,,,,,
January,,2018,16,metro public works,1,19145,,,,,,,,,,
January,,2018,16,metro southeast,1,19145,,,,,,,,,,
January,,2018,62,metro water,1,19145,,,,,,,,,,
January,,2018,60,metro water services,1,19145,,,,,,,,,,
January,,2018,18,metropolitan action commission,1,19145,,,,,,,,,,
January,,2018,28,metropolitan civil service commission,1,19145,,,,,,,,,,
January,,2018,17,metropolitan planning commission,1,19145,,,,,,,,,,
January,,2018,25,microbrewery,1,19145,,,,,,,,,,
January,,2018,21,mnps,1,19145,,,,,,,,,,
January,,2018,28,mobile food,1,19145,,,,,,,,,,
January,,2018,29,motor vehicle,1,19145,,,,,,,,,,
January,,2018,21,motor vehicle accident,1,19145,,,,,,,,,,
January,,2018,40,Mugshots,1,19145,,,,,,,,,,
January,,2018,27,mugshots,1,19145,,,,,,,,,,
January,,2018,26,name change,1,19145,,,,,,,,,,
January,,2018,183,Nashville,1,19145,,,,,,,,,,
January,,2018,30,nashville codes administration,1,19145,,,,,,,,,,
January,,2018,16,nashville community education,1,19145,,,,,,,,,,
January,,2018,32,nashville fire department,1,19145,,,,,,,,,,
January,,2018,34,nashville general hospital,1,19145,,,,,,,,,,
January,,2018,16,nashville health department,1,19145,,,,,,,,,,
January,,2018,24,nashville human resources,1,19145,,,,,,,,,,
January,,2018,17,nashville metro council agenda,1,19145,,,,,,,,,,
January,,2018,26,nashville planning department,1,19145,,,,,,,,,,
January,,2018,67,nashville police department,1,19145,,,,,,,,,,
January,,2018,28,nashville public library,1,19145,,,,,,,,,,
January,,2018,30,nashville water services,1,19145,,,,,,,,,,
January,,2018,26,nature's best organics of tennessee,1,19145,,,,,,,,,,
January,,2018,89,Naza,1,19145,,,,,,,,,,
January,,2018,77,NAZA,1,19145,,,,,,,,,,
January,,2018,49,naza,1,19145,,,,,,,,,,
January,,2018,27,naza program,1,19145,,,,,,,,,,
January,,2018,20,NLOD,1,19145,,,,,,,,,,
January,,2018,48,notary,1,19145,,,,,,,,,,
January,,2018,19,notary public,1,19145,,,,,,,,,,
January,,2018,27,occupancy permit,1,19145,,,,,,,,,,
January,,2018,72,open data,1,19145,,,,,,,,,,
January,,2018,22,Open data,1,19145,,,,,,,,,,
January,,2018,16,open data portal,1,19145,,,,,,,,,,
January,,2018,21,opening positions,1,19145,,,,,,,,,,
January,,2018,54,opportunity now,1,19145,,,,,,,,,,
January,,2018,16,Opportunity now,1,19145,,,,,,,,,,
January,,2018,17,order of protection,1,19145,,,,,,,,,,
January,,2018,24,ordinance,1,19145,,,,,,,,,,
January,,2018,22,ordinances,1,19145,,,,,,,,,,
January,,2018,16,organization chart,1,19145,,,,,,,,,,
January,,2018,31,outstanding criminal warrants file,1,19145,,,,,,,,,,
January,,2018,50,outstanding warrants,1,19145,,,,,,,,,,
January,,2018,46,owner driver report,1,19145,,,,,,,,,,
January,,2018,19,Owner driver report,1,19145,,,,,,,,,,
January,,2018,16,owner driver report form,1,19145,,,,,,,,,,
January,,2018,24,paid family leave,1,19145,,,,,,,,,,
January,,2018,16,paper shredding,1,19145,,,,,,,,,,
January,,2018,18,parcel gis,1,19145,,,,,,,,,,
January,,2018,93,parcel viewer,1,19145,,,,,,,,,,
January,,2018,47,parking,1,19145,,,,,,,,,,
January,,2018,35,parks,1,19145,,,,,,,,,,
January,,2018,16,Parthenon,1,19145,,,,,,,,,,
January,,2018,29,pay,1,19145,,,,,,,,,,
January,,2018,44,Pay bill,1,19145,,,,,,,,,,
January,,2018,64,pay plan,1,19145,,,,,,,,,,
January,,2018,18,pay property tax,1,19145,,,,,,,,,,
January,,2018,27,pay property taxes,1,19145,,,,,,,,,,
January,,2018,49,pay scale,1,19145,,,,,,,,,,
January,,2018,225,payroll,1,19145,,,,,,,,,,
January,,2018,130,Payroll,1,19145,,,,,,,,,,
January,,2018,81,pension,1,19145,,,,,,,,,,
January,,2018,48,pension calculator,1,19145,,,,,,,,,,
January,,2018,29,pension plan,1,19145,,,,,,,,,,
January,,2018,19,pension self service,1,19145,,,,,,,,,,
January,,2018,72,permit,1,19145,,,,,,,,,,
January,,2018,18,Permit,1,19145,,,,,,,,,,
January,,2018,40,permit application,1,19145,,,,,,,,,,
January,,2018,17,permit bond,1,19145,,,,,,,,,,
January,,2018,131,permits,1,19145,,,,,,,,,,
January,,2018,30,phone number,1,19145,,,,,,,,,,
January,,2018,16,Phone number,1,19145,,,,,,,,,,
January,,2018,76,planning,1,19145,,,,,,,,,,
January,,2018,37,planning commission,1,19145,,,,,,,,,,
January,,2018,16,Planning commission,1,19145,,,,,,,,,,
January,,2018,31,planning department,1,19145,,,,,,,,,,
January,,2018,133,police,1,19145,,,,,,,,,,
January,,2018,67,Police,1,19145,,,,,,,,,,
January,,2018,53,police department,1,19145,,,,,,,,,,
January,,2018,38,Police department,1,19145,,,,,,,,,,
January,,2018,125,police report,1,19145,,,,,,,,,,
January,,2018,41,Police report,1,19145,,,,,,,,,,
January,,2018,41,police reports,1,19145,,,,,,,,,,
January,,2018,18,population,1,19145,,,,,,,,,,
January,,2018,22,probate court,1,19145,,,,,,,,,,
January,,2018,29,probate court clerk's office,1,19145,,,,,,,,,,
January,,2018,18,probation,1,19145,,,,,,,,,,
January,,2018,59,procurement,1,19145,,,,,,,,,,
January,,2018,18,Procurement,1,19145,,,,,,,,,,
January,,2018,65,property,1,19145,,,,,,,,,,
January,,2018,29,Property,1,19145,,,,,,,,,,
January,,2018,77,property assessor,1,19145,,,,,,,,,,
January,,2018,26,Property assessor,1,19145,,,,,,,,,,
January,,2018,21,property map,1,19145,,,,,,,,,,
January,,2018,19,Property map,1,19145,,,,,,,,,,
January,,2018,101,property maps,1,19145,,,,,,,,,,
January,,2018,28,Property Maps,1,19145,,,,,,,,,,
January,,2018,17,Property maps,1,19145,,,,,,,,,,
January,,2018,18,property owner,1,19145,,,,,,,,,,
January,,2018,32,property owners,1,19145,,,,,,,,,,
January,,2018,44,property search,1,19145,,,,,,,,,,
January,,2018,191,property tax,1,19145,,,,,,,,,,
January,,2018,20,Property tax,1,19145,,,,,,,,,,
January,,2018,18,property tax records,1,19145,,,,,,,,,,
January,,2018,17,property tax sale,1,19145,,,,,,,,,,
January,,2018,152,property taxes,1,19145,,,,,,,,,,
January,,2018,32,Property taxes,1,19145,,,,,,,,,,
January,,2018,58,public records,1,19145,,,,,,,,,,
January,,2018,29,public records request,1,19145,,,,,,,,,,
January,,2018,30,public records requests,1,19145,,,,,,,,,,
January,,2018,139,public works,1,19145,,,,,,,,,,
January,,2018,34,Public works,1,19145,,,,,,,,,,
January,,2018,27,purchasing,1,19145,,,,,,,,,,
January,,2018,18,quick links,1,19145,,,,,,,,,,
January,,2018,24,real property,1,19145,,,,,,,,,,
January,,2018,34,real property search,1,19145,,,,,,,,,,
January,,2018,16,Real Property Search,1,19145,,,,,,,,,,
January,,2018,18,Recent bookings,1,19145,,,,,,,,,,
January,,2018,26,records,1,19145,,,,,,,,,,
January,,2018,38,recycle,1,19145,,,,,,,,,,
January,,2018,17,Recycle,1,19145,,,,,,,,,,
January,,2018,40,recycling,1,19145,,,,,,,,,,
January,,2018,18,Recycling,1,19145,,,,,,,,,,
January,,2018,23,register deeds,1,19145,,,,,,,,,,
January,,2018,65,register of deeds,1,19145,,,,,,,,,,
January,,2018,18,repair potholes public,1,19145,,,,,,,,,,
January,,2018,20,report,1,19145,,,,,,,,,,
January,,2018,26,report accident,1,19145,,,,,,,,,,
January,,2018,19,report an accident,1,19145,,,,,,,,,,
January,,2018,45,retirement,1,19145,,,,,,,,,,
January,,2018,21,RFP,1,19145,,,,,,,,,,
January,,2018,18,rfp,1,19145,,,,,,,,,,
January,,2018,26,road closures,1,19145,,,,,,,,,,
January,,2018,30,rs2017-910,1,19145,,,,,,,,,,
January,,2018,17,salaries,1,19145,,,,,,,,,,
January,,2018,21,salary,1,19145,,,,,,,,,,
January,,2018,24,search warrant,1,19145,,,,,,,,,,
January,,2018,54,self service,1,19145,,,,,,,,,,
January,,2018,32,Self service,1,19145,,,,,,,,,,
January,,2018,21,self service pension,1,19145,,,,,,,,,,
January,,2018,21,septic,1,19145,,,,,,,,,,
January,,2018,16,sewer,1,19145,,,,,,,,,,
January,,2018,44,sheriff,1,19145,,,,,,,,,,
January,,2018,35,Sheriff,1,19145,,,,,,,,,,
January,,2018,139,short term rental,1,19145,,,,,,,,,,
January,,2018,37,Short term rental,1,19145,,,,,,,,,,
January,,2018,17,short term rental map,1,19145,,,,,,,,,,
January,,2018,41,short term rental permit,1,19145,,,,,,,,,,
January,,2018,28,short term rental permits,1,19145,,,,,,,,,,
January,,2018,58,short term rental property,1,19145,,,,,,,,,,
January,,2018,27,short term rentals,1,19145,,,,,,,,,,
January,,2018,18,sidewalk in lieu,1,19145,,,,,,,,,,
January,,2018,29,sign permit,1,19145,,,,,,,,,,
January,,2018,18,sign permit application,1,19145,,,,,,,,,,
January,,2018,18,site plan,1,19145,,,,,,,,,,
January,,2018,29,small business,1,19145,,,,,,,,,,
January,,2018,33,smith springs,1,19145,,,,,,,,,,
January,,2018,16,smith springs community center,1,19145,,,,,,,,,,
January,,2018,16,snap,1,19145,,,,,,,,,,
January,,2018,24,snow,1,19145,,,,,,,,,,
January,,2018,27,snow removal,1,19145,,,,,,,,,,
January,,2018,22,soccer,1,19145,,,,,,,,,,
January,,2018,24,soccer stadium,1,19145,,,,,,,,,,
January,,2018,18,staff,1,19145,,,,,,,,,,
January,,2018,30,staff directory,1,19145,,,,,,,,,,
January,,2018,20,storm water,1,19145,,,,,,,,,,
January,,2018,47,stormwater,1,19145,,,,,,,,,,
January,,2018,19,street lights,1,19145,,,,,,,,,,
January,,2018,26,street sweeping,1,19145,,,,,,,,,,
January,,2018,18,strp,1,19145,,,,,,,,,,
January,,2018,17,STRP,1,19145,,,,,,,,,,
January,,2018,20,summer camp,1,19145,,,,,,,,,,
January,,2018,20,swimming pool,1,19145,,,,,,,,,,
January,,2018,19,tag renewal,1,19145,,,,,,,,,,
January,,2018,32,tax,1,19145,,,,,,,,,,
January,,2018,30,tax assessor,1,19145,,,,,,,,,,
January,,2018,21,tax updates w2,1,19145,,,,,,,,,,
January,,2018,21,taxes,1,19145,,,,,,,,,,
January,,2018,17,The Summit,1,19145,,,,,,,,,,
January,,2018,20,Thomas Williams,1,19145,,,,,,,,,,
January,,2018,19,tow in lot,1,19145,,,,,,,,,,
January,,2018,28,Traffic,1,19145,,,,,,,,,,
January,,2018,26,traffic,1,19145,,,,,,,,,,
January,,2018,22,traffic citations,1,19145,,,,,,,,,,
January,,2018,20,traffic signal broadway,1,19145,,,,,,,,,,
January,,2018,24,traffic ticket,1,19145,,,,,,,,,,
January,,2018,18,traffic tickets,1,19145,,,,,,,,,,
January,,2018,35,traffic violations,1,19145,,,,,,,,,,
January,,2018,18,training,1,19145,,,,,,,,,,
January,,2018,55,trash,1,19145,,,,,,,,,,
January,,2018,29,Trash,1,19145,,,,,,,,,,
January,,2018,35,trash collection,1,19145,,,,,,,,,,
January,,2018,25,trash pick up,1,19145,,,,,,,,,,
January,,2018,30,trash pickup,1,19145,,,,,,,,,,
January,,2018,26,Trash pickup,1,19145,,,,,,,,,,
January,,2018,48,trustee,1,19145,,,,,,,,,,
January,,2018,26,tuition reimbursement,1,19145,,,,,,,,,,
January,,2018,32,unemployment,1,19145,,,,,,,,,,
January,,2018,23,urban forestry,1,19145,,,,,,,,,,
January,,2018,25,urban services district,1,19145,,,,,,,,,,
January,,2018,35,use and occupancy,1,19145,,,,,,,,,,
January,,2018,26,vacation,1,19145,,,,,,,,,,
January,,2018,20,vacation accrual,1,19145,,,,,,,,,,
January,,2018,23,vacation leave,1,19145,,,,,,,,,,
January,,2018,34,vehicle accident,1,19145,,,,,,,,,,
January,,2018,18,vendor,1,19145,,,,,,,,,,
January,,2018,44,vital records,1,19145,,,,,,,,,,
January,,2018,18,volunteer,1,19145,,,,,,,,,,
January,,2018,51,voya,1,19145,,,,,,,,,,
January,,2018,26,w2,1,19145,,,,,,,,,,
January,,2018,18,warrant,1,19145,,,,,,,,,,
January,,2018,16,Warrant,1,19145,,,,,,,,,,
January,,2018,18,Warrant search,1,19145,,,,,,,,,,
January,,2018,65,warrants,1,19145,,,,,,,,,,
January,,2018,58,Warrants,1,19145,,,,,,,,,,
January,,2018,24,warrants issued,1,19145,,,,,,,,,,
January,,2018,67,water,1,19145,,,,,,,,,,
January,,2018,44,Water,1,19145,,,,,,,,,,
January,,2018,43,water services,1,19145,,,,,,,,,,
January,,2018,64,Weather,1,19145,,,,,,,,,,
January,,2018,45,weather,1,19145,,,,,,,,,,
January,,2018,18,web pro,1,19145,,,,,,,,,,
January,,2018,46,webpro,1,19145,,,,,,,,,,
January,,2018,30,Webpro,1,19145,,,,,,,,,,
January,,2018,101,West Nashville Heights Church of Christ,1,19145,,,,,,,,,,
January,,2018,27,wic,1,19145,,,,,,,,,,
January,,2018,20,Wic,1,19145,,,,,,,,,,
January,,2018,16,Www.nashville.gov/water,1,19145,,,,,,,,,,
January,,2018,16,zone alliance naza,1,19145,,,,,,,,,,
January,,2018,129,zoning,1,19145,,,,,,,,,,
January,,2018,16,Zoning,1,19145,,,,,,,,,,
January,,2018,21,zoning code,1,19145,,,,,,,,,,
January,,2018,47,zoning map,1,19145,,,,,,,,,,
January,,2018,18,zoning ordinance,1,19145,,,,,,,,,,
December,,2017,20,"""reports submitted to metro council""",12,19145,,,,,,,,,,
December,,2017,18,1998 murder cases,12,19145,,,,,,,,,,
December,,2017,13,2016SP-062-001,12,19145,,,,,,,,,,
December,,2017,179,accident report,12,19145,,,,,,,,,,
December,,2017,22,Accident report,12,19145,,,,,,,,,,
December,,2017,13,Accident report form,12,19145,,,,,,,,,,
December,,2017,63,accident reports,12,19145,,,,,,,,,,
December,,2017,16,Accident reports,12,19145,,,,,,,,,,
December,,2017,22,Active inmate,12,19145,,,,,,,,,,
December,,2017,56,active inmate search,12,19145,,,,,,,,,,
December,,2017,26,adventure science,12,19145,,,,,,,,,,
December,,2017,14,affordable housing,12,19145,,,,,,,,,,
December,,2017,16,air filters,12,19145,,,,,,,,,,
December,,2017,16,alarm registration,12,19145,,,,,,,,,,
December,,2017,29,animal control,12,19145,,,,,,,,,,
December,,2017,24,Animal control,12,19145,,,,,,,,,,
December,,2017,42,annual enrollment,12,19145,,,,,,,,,,
December,,2017,20,annual enrollment 2018,12,19145,,,,,,,,,,
December,,2017,22,application,12,19145,,,,,,,,,,
December,,2017,59,arrest records,12,19145,,,,,,,,,,
December,,2017,14,Arrest records,12,19145,,,,,,,,,,
December,,2017,30,arrest warrants,12,19145,,,,,,,,,,
December,,2017,14,Arrest warrants,12,19145,,,,,,,,,,
December,,2017,18,arrest warrants issued,12,19145,,,,,,,,,,
December,,2017,21,arrests,12,19145,,,,,,,,,,
December,,2017,32,assessor,12,19145,,,,,,,,,,
December,,2017,17,Assessor,12,19145,,,,,,,,,,
December,,2017,14,Assessor of property,12,19145,,,,,,,,,,
December,,2017,16,audit,12,19145,,,,,,,,,,
December,,2017,17,background check,12,19145,,,,,,,,,,
December,,2017,36,beer board,12,19145,,,,,,,,,,
December,,2017,20,beer permit,12,19145,,,,,,,,,,
December,,2017,13,beer permit board,12,19145,,,,,,,,,,
December,,2017,14,beer permit renewal,12,19145,,,,,,,,,,
December,,2017,20,Belair,12,19145,,,,,,,,,,
December,,2017,20,benefit board,12,19145,,,,,,,,,,
December,,2017,76,benefits,12,19145,,,,,,,,,,
December,,2017,21,Benefits,12,19145,,,,,,,,,,
December,,2017,14,bereavement,12,19145,,,,,,,,,,
December,,2017,15,bereavement leave,12,19145,,,,,,,,,,
December,,2017,27,bid,12,19145,,,,,,,,,,
December,,2017,29,bids,12,19145,,,,,,,,,,
December,,2017,13,bill herbert,12,19145,,,,,,,,,,
December,,2017,26,bill online review pay,12,19145,,,,,,,,,,
December,,2017,50,birth certificate,12,19145,,,,,,,,,,
December,,2017,46,Birth certificate,12,19145,,,,,,,,,,
December,,2017,23,birth certificates,12,19145,,,,,,,,,,
December,,2017,27,bl2017-968,12,19145,,,,,,,,,,
December,,2017,25,Booking log,12,19145,,,,,,,,,,
December,,2017,18,broadcast schedule,12,19145,,,,,,,,,,
December,,2017,13,Brush pick up,12,19145,,,,,,,,,,
December,,2017,22,budget,12,19145,,,,,,,,,,
December,,2017,18,building code,12,19145,,,,,,,,,,
December,,2017,14,building codes,12,19145,,,,,,,,,,
December,,2017,72,building permit,12,19145,,,,,,,,,,
December,,2017,61,building permits,12,19145,,,,,,,,,,
December,,2017,27,business license,12,19145,,,,,,,,,,
December,,2017,25,business tax,12,19145,,,,,,,,,,
December,,2017,14,Business tax,12,19145,,,,,,,,,,
December,,2017,14,bza,12,19145,,,,,,,,,,
December,,2017,46,cafr,12,19145,,,,,,,,,,
December,,2017,19,calculate property tax bill,12,19145,,,,,,,,,,
December,,2017,16,calculator,12,19145,,,,,,,,,,
December,,2017,26,calendar,12,19145,,,,,,,,,,
December,,2017,21,Calendar,12,19145,,,,,,,,,,
December,,2017,15,car accident,12,19145,,,,,,,,,,
December,,2017,33,Careers,12,19145,,,,,,,,,,
December,,2017,27,careers,12,19145,,,,,,,,,,
December,,2017,34,case 2016sp 098 001,12,19145,,,,,,,,,,
December,,2017,17,case number,12,19145,,,,,,,,,,
December,,2017,26,centennial sportsplex,12,19145,,,,,,,,,,
December,,2017,14,certificate occupancy,12,19145,,,,,,,,,,
December,,2017,33,certificate of occupancy,12,19145,,,,,,,,,,
December,,2017,18,christmas parade,12,19145,,,,,,,,,,
December,,2017,43,christmas tree,12,19145,,,,,,,,,,
December,,2017,22,Christmas tree,12,19145,,,,,,,,,,
December,,2017,17,christmas tree recycling,12,19145,,,,,,,,,,
December,,2017,17,circuit court,12,19145,,,,,,,,,,
December,,2017,26,circuit court clerk,12,19145,,,,,,,,,,
December,,2017,12,city council,12,19145,,,,,,,,,,
December,,2017,170,civil service,12,19145,,,,,,,,,,
December,,2017,30,civil service policies,12,19145,,,,,,,,,,
December,,2017,76,civil service rules,12,19145,,,,,,,,,,
December,,2017,15,classes,12,19145,,,,,,,,,,
December,,2017,13,code of ordinances,12,19145,,,,,,,,,,
December,,2017,106,codes,12,19145,,,,,,,,,,
December,,2017,51,Codes,12,19145,,,,,,,,,,
December,,2017,16,CODES,12,19145,,,,,,,,,,
December,,2017,34,collections,12,19145,,,,,,,,,,
December,,2017,16,COLLECTIONS,12,19145,,,,,,,,,,
December,,2017,16,commercial buildings,12,19145,,,,,,,,,,
December,,2017,13,convenience centers,12,19145,,,,,,,,,,
December,,2017,16,council agenda,12,19145,,,,,,,,,,
December,,2017,31,council district,12,19145,,,,,,,,,,
December,,2017,13,council district map,12,19145,,,,,,,,,,
December,,2017,20,council meetings,12,19145,,,,,,,,,,
December,,2017,31,county clerk,12,19145,,,,,,,,,,
December,,2017,14,County clerk,12,19145,,,,,,,,,,
December,,2017,16,court,12,19145,,,,,,,,,,
December,,2017,13,court records,12,19145,,,,,,,,,,
December,,2017,15,Crime,12,19145,,,,,,,,,,
December,,2017,17,crime map,12,19145,,,,,,,,,,
December,,2017,74,criminal court,12,19145,,,,,,,,,,
December,,2017,24,Criminal court,12,19145,,,,,,,,,,
December,,2017,79,criminal court clerk,12,19145,,,,,,,,,,
December,,2017,42,Criminal court clerk,12,19145,,,,,,,,,,
December,,2017,33,Criminal courts,12,19145,,,,,,,,,,
December,,2017,24,criminal records,12,19145,,,,,,,,,,
December,,2017,17,Criminal records,12,19145,,,,,,,,,,
December,,2017,14,current traffic accidents interactive crime,12,19145,,,,,,,,,,
December,,2017,17,davidson county sheriff's office,12,19145,,,,,,,,,,
December,,2017,136,dcso,12,19145,,,,,,,,,,
December,,2017,34,Dcso,12,19145,,,,,,,,,,
December,,2017,19,death certificate,12,19145,,,,,,,,,,
December,,2017,15,death certificates,12,19145,,,,,,,,,,
December,,2017,15,delayed accident report,12,19145,,,,,,,,,,
December,,2017,16,demolition,12,19145,,,,,,,,,,
December,,2017,16,development tracker,12,19145,,,,,,,,,,
December,,2017,19,directory,12,19145,,,,,,,,,,
December,,2017,20,district map,12,19145,,,,,,,,,,
December,,2017,22,divorce decree,12,19145,,,,,,,,,,
December,,2017,14,Divorce records,12,19145,,,,,,,,,,
December,,2017,19,Dogs,12,19145,,,,,,,,,,
December,,2017,16,Domestic crimes,12,19145,,,,,,,,,,
December,,2017,17,domestic violence,12,19145,,,,,,,,,,
December,,2017,19,downtown code,12,19145,,,,,,,,,,
December,,2017,17,driver's license,12,19145,,,,,,,,,,
December,,2017,33,e permits,12,19145,,,,,,,,,,
December,,2017,16,E permits,12,19145,,,,,,,,,,
December,,2017,28,eap,12,19145,,,,,,,,,,
December,,2017,156,ebid,12,19145,,,,,,,,,,
December,,2017,22,Ebid,12,19145,,,,,,,,,,
December,,2017,12,electrician,12,19145,,,,,,,,,,
December,,2017,29,email,12,19145,,,,,,,,,,
December,,2017,14,emissions testing,12,19145,,,,,,,,,,
December,,2017,16,employee,12,19145,,,,,,,,,,
December,,2017,19,employee benefits,12,19145,,,,,,,,,,
December,,2017,20,employee handbook,12,19145,,,,,,,,,,
December,,2017,14,employee salaries,12,19145,,,,,,,,,,
December,,2017,133,employee self service,12,19145,,,,,,,,,,
December,,2017,56,Employee self service,12,19145,,,,,,,,,,
December,,2017,149,employment,12,19145,,,,,,,,,,
December,,2017,44,Employment,12,19145,,,,,,,,,,
December,,2017,41,employment opportunities,12,19145,,,,,,,,,,
December,,2017,32,ems,12,19145,,,,,,,,,,
December,,2017,32,EMS,12,19145,,,,,,,,,,
December,,2017,15,encroachment,12,19145,,,,,,,,,,
December,,2017,17,epermit,12,19145,,,,,,,,,,
